,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,reac_meta_name_list,Km,Kcat,Gibbs,SMILES
814,YHR074W,K01950,NAD+ synthase (glutamine-hydrolysing) ,6.3.5.1,6,NADS1n,NAD synthase  nh3   nuclear,ppi_n,1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
815,YHR074W,K01950,NAD+ synthase (glutamine-hydrolysing) ,6.3.5.1,6,NADS1n,NAD synthase  nh3   nuclear,nh4_n,-1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
816,YHR074W,K01950,NAD+ synthase (glutamine-hydrolysing) ,6.3.5.1,6,NADS1,NAD synthase (nh3),nh4_c,-1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
817,YHR074W,K01950,NAD+ synthase (glutamine-hydrolysing) ,6.3.5.1,6,NADS1n,NAD synthase  nh3   nuclear,dnad_n,-1,deamino-NAD+,0.19,,-402.30038,C5(/C(/C([O-])=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
818,YHR074W,K01950,NAD+ synthase (glutamine-hydrolysing) ,6.3.5.1,6,NADS1,NAD synthase (nh3),dnad_c,-1,deamino-NAD+,0.19,,-402.30038,C5(/C(/C([O-])=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
819,YHR074W,K01950,NAD+ synthase (glutamine-hydrolysing) ,6.3.5.1,6,NADS1n,NAD synthase  nh3   nuclear,atp_n,-1,ATP C10H12N5O13P3,0.17,,-553.6995,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
820,YHR074W,K01950,NAD+ synthase (glutamine-hydrolysing) ,6.3.5.1,6,NADS1n,NAD synthase  nh3   nuclear,amp_n,1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
821,YHR091C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRSm,Arginyl tRNA synthetase  mitochondrial,trnaarg_m,-1,,,,NA,NA
822,YHR091C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRSm,Arginyl tRNA synthetase  mitochondrial,ppi_m,1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
823,YHR091C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRSm,Arginyl tRNA synthetase  mitochondrial,atp_m,-1,ATP C10H12N5O13P3,,,-553.6995,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
824,YHR091C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRSm,Arginyl tRNA synthetase  mitochondrial,argtrna_m,1,,,,NA,NA
825,YHR091C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRSm,Arginyl tRNA synthetase  mitochondrial,arg__L_m,-1,L-Arginine,0.0165,1.925,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
826,YHR091C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRSm,Arginyl tRNA synthetase  mitochondrial,amp_m,1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
827,YHR104W,K17743,D-xylose reductase ,1.1.1.307,1,ARABR,Arabinose reductase,arab__L_c,-1,L-Arabinose,,,-76.8288,[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO
828,YHR104W,K17743,D-xylose reductase ,1.1.1.307,1,ARABR,Arabinose reductase,abt_c,1,L Arabinitol C5H12O5,,976.67,-65.766556,OC[C@H](O)C(O)[C@@H](O)CO
829,YHR123W,K00993,ethanolaminephosphotransferase ,2.7.8.1,2,ETHAPT_SC,Ethanolaminephosphotransferase  yeast specific,pe_SC_c,0.01,,,,NA,NA
830,YHR123W,K00993,ethanolaminephosphotransferase ,2.7.8.1,2,ETHAPT_SC,Ethanolaminephosphotransferase  yeast specific,cdpea_c,-1,CDPethanolamine C11H19N4O11P2,0.0525,,-384.32074,Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1
831,YHR123W,K00993,ethanolaminephosphotransferase ,2.7.8.1,2,ETHAPT_SC,Ethanolaminephosphotransferase  yeast specific,12dgr_SC_c,-0.01,1 2 Diacylglycerol  yeast specific C3540H6644O500,,,NA,NA
832,YHR128W,K00761,uracil phosphoribosyltransferase ,2.4.2.9,2,UPPRT,Uracil phosphoribosyltransferase,ura_c,-1,uracil,0.021,,-28.995518,C1(\NC(=O)NC(=O)\C=1)
833,YHR128W,K00761,uracil phosphoribosyltransferase ,2.4.2.9,2,UPPRT,Uracil phosphoribosyltransferase,prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,0.026,,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
834,YHR144C,K01493,dCMP deaminase ,3.5.4.12,3,DCTPD,DCTP deaminase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
835,YHR144C,K01493,dCMP deaminase ,3.5.4.12,3,DCMPDA,DCMP deaminase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
836,YHR144C,K01493,dCMP deaminase ,3.5.4.12,3,DCTPD,DCTP deaminase,dutp_c,1,DUTP C9H11N2O14P3,,,-578.5507,O[C@H]1C[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O
837,YHR144C,K01493,dCMP deaminase ,3.5.4.12,3,DCMPDA,DCMP deaminase,dump_c,1,DUMP C9H11N2O8P,,,-255.20592,O[C@H]1C[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O
838,YHR144C,K01493,dCMP deaminase ,3.5.4.12,3,DCTPD,DCTP deaminase,dctp_c,-1,DCTP C9H12N3O13P3,,,-529.6495,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)n1
839,YHR144C,K01493,dCMP deaminase ,3.5.4.12,3,DCMPDA,DCMP deaminase,dcmp_c,-1,DCMP C9H12N3O7P,1,,-206.3048,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)n1
840,YHR190W,K00801,farnesyl-diphosphate farnesyltransferase ,2.5.1.21,2,SQLS,Squalene synthase,sql_c,1,Squalene C30H50,,,675.236,CC(C)=CCCC(\C)=C/CCC(\C)=C/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
841,YHR190W,K00801,farnesyl-diphosphate farnesyltransferase ,2.5.1.21,2,SQLS,Squalene synthase,frdp_c,-2,Farnesyl diphosphate,0.0025,0.53,-129.03052,CC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
842,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,LEUTAm,Leucine transaminase  mitochondrial,leu__L_m,-1,L-Leucine,,,49.32457,CC(C)C[C@H]([NH3+])C([O-])=O
843,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,ILETAm,Isoleucine transaminase  mitochondrial,ile__L_m,-1,L-Isoleucine,,,51.324574,CC[C@H](C)[C@H]([NH3+])C([O-])=O
844,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,LEUTAm,Leucine transaminase  mitochondrial,glu__L_m,1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
845,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,ILETAm,Isoleucine transaminase  mitochondrial,glu__L_m,1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
846,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,OMCDCm,2 oxo 4 methyl 3 carboxypentanoate decarboxylation,co2_m,1,CO2 CO2,,,-92.26,O=C=O
847,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,LEUTAm,Leucine transaminase  mitochondrial,akg_m,-1,2-Oxoglutarate,,,-149.76376,[O-]C(=O)CCC(=O)C([O-])=O
848,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,ILETAm,Isoleucine transaminase  mitochondrial,akg_m,-1,2-Oxoglutarate,,,-149.76376,[O-]C(=O)CCC(=O)C([O-])=O
849,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,LEUTAm,Leucine transaminase  mitochondrial,4mop_m,1,4-Methyl-2-oxopentanoate,,,-17.51197,CC(C)CC(=O)C([O-])=O
850,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,OMCDCm,2 oxo 4 methyl 3 carboxypentanoate decarboxylation,4mop_m,1,4-Methyl-2-oxopentanoate,,,-17.51197,CC(C)CC(=O)C([O-])=O
851,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,ILETAm,Isoleucine transaminase  mitochondrial,3mop_m,1,(S)-3-Methyl-2-oxopentanoate,,,-17.51197,CC[C@H](C)C(=O)C([O-])=O
852,YHR208W,K00826,branched-chain amino acid aminotransferase ,2.6.1.42,2,OMCDCm,2 oxo 4 methyl 3 carboxypentanoate decarboxylation,3c4mop_m,-1,3-Carboxy-4-methyl-2-oxopentanoate,,,-108.359276,CC(C)[C@H](C([O-])=O)C(=O)C([O-])=O
853,YIL020C,K01814,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase ,5.3.1.16,5,PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prlp_c,1,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,,,-469.67944,NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1NC=NCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O
854,YIL020C,K01814,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase ,5.3.1.16,5,PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c,-1,1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,,,-470.2994,NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1N=CN[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
855,YIL078W,K01868,threonyl-tRNA synthetase ,6.1.1.3,6,THRTRS,Threonyl-tRNA synthetase,trnathr_c,-1,tRNAThr,0.00074,0.0425,NA,NA
856,YIL078W,K01868,threonyl-tRNA synthetase ,6.1.1.3,6,THRTRS,Threonyl-tRNA synthetase,thrtrna_c,1,,,,NA,NA
857,YIL078W,K01868,threonyl-tRNA synthetase ,6.1.1.3,6,THRTRS,Threonyl-tRNA synthetase,thr__L_c,-1,L-Threonine,0.3,3.32,-30.559916,C[C@@H](O)[C@H]([NH3+])C([O-])=O
858,YIL094C,K05824,homoisocitrate dehydrogenase ,1.1.1.87,1,HICITDm,Homoisocitrate dehydrogenase,oxag_m,1,Oxaloglutarate C7H5O7,,,-218.37294,[O-]C(=O)CCC(C([O-])=O)C(=O)C([O-])=O
859,YIL094C,K05824,homoisocitrate dehydrogenase ,1.1.1.87,1,HICITDm,Homoisocitrate dehydrogenase,hicit_m,-1,Homoisocitrate C7H7O7,0.018,17,-208.3107,O[C@H]([C@H](CCC([O-])=O)C([O-])=O)C([O-])=O
860,YIL099W,K01178,glucoamylase ,3.2.1.3,3,GLCGSDv,Glucan 1 4 alpha glucosidase  vacuole,glycogen_v,-1,Glycogen C6H10O5,,328,NA,NA
861,YIL099W,K01178,glucoamylase ,3.2.1.3,3,GLCGSDv,Glucan 1 4 alpha glucosidase  vacuole,glc__D_v,1,D-Glucose,,,-95.02656,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
862,YIL116W,K00817,histidinol-phosphate aminotransferase ,2.6.1.9,2,HSTPT,Histidinol-phosphate transaminase,imacp_c,-1,3-(Imidazol-4-yl)-2-oxopropyl phosphate,,,-183.30038,[O-]P([O-])(=O)OCC(=O)Cc1c[nH]cn1
863,YIL116W,K00817,histidinol-phosphate aminotransferase ,2.6.1.9,2,HSTPT,Histidinol-phosphate transaminase,hisp_c,1,L-Histidinol phosphate,,,-114.04975,[NH3+][C@H](COP([O-])([O-])=O)Cc1c[nH]cn1
864,YIL116W,K00817,histidinol-phosphate aminotransferase ,2.6.1.9,2,HSTPT,Histidinol-phosphate transaminase,glu__L_c,-1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
865,YIL116W,K00817,histidinol-phosphate aminotransferase ,2.6.1.9,2,HSTPT,Histidinol-phosphate transaminase,akg_c,1,2-Oxoglutarate,,,-149.76376,[O-]C(=O)CCC(=O)C([O-])=O
866,YIL124W,K06123,1-acylglycerone phosphate reductase ,1.1.1.101,1,ADHAPR_SC,Acyldihydroxyacetonephosphate reductase  yeast specific,1agly3p_SC_c,-0.01,1 Acyl glycerone 3 phosphate  yeast specific C1920H3422O700P100,,,NA,NA
867,YIL124W,K06123,1-acylglycerone phosphate reductase ,1.1.1.101,1,ADHAPR_SC,Acyldihydroxyacetonephosphate reductase  yeast specific,1ag3p_SC_c,0.01,1 Acyl sn glycerol 3 phosphate C1920H3622O700P100,,,NA,O[C@H](COC([*])=O)COP([O-])([O-])=O
868,YIL134W,K15115,"solute carrier family 25 (mitochondrial folate transporter), member 32 ",,,FADFMNtm,FADFMN antiport,fmn_m,-1,FMN C17H19N4O9P,,,-193.56837,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C
869,YIL134W,K15115,"solute carrier family 25 (mitochondrial folate transporter), member 32 ",,,FADFMNtm,FADFMN antiport,fmn_c,1,FMN C17H19N4O9P,,,-193.56837,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C
870,YIL134W,K15115,"solute carrier family 25 (mitochondrial folate transporter), member 32 ",,,FADFMNtm,FADFMN antiport,fad_m,1,Flavin adenine dinucleotide oxidized,,,-327.42395,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
871,YIL134W,K15115,"solute carrier family 25 (mitochondrial folate transporter), member 32 ",,,FADFMNtm,FADFMN antiport,fad_c,-1,Flavin adenine dinucleotide oxidized,,,-327.42395,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
872,YIL145C,K01918,pantoate--beta-alanine ligase ,6.3.2.1,6,PANTS,Pantothenate synthase,pnto__R_c,1,(R)-Pantothenate,,,-24.514118,CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O
873,YIL145C,K01918,pantoate--beta-alanine ligase ,6.3.2.1,6,PANTS,Pantothenate synthase,pant__R_c,-1,(R)-Pantoate,,,-46.909744,CC(C)(CO)[C@@H](O)C([O-])=O
874,YIL145C,K01918,pantoate--beta-alanine ligase ,6.3.2.1,6,PANTS,Pantothenate synthase,ala_B_c,-1,Beta-Alanine,,,-14.21216,[NH3+]CCC([O-])=O
875,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,glyc3p_m,-1,Glycerol 3-phosphate,,,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
876,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,fadh2_m,1,Flavin adenine dinucleotide reduced,,,-287.55032,Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
877,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,fad_m,-1,Flavin adenine dinucleotide oxidized,,,-327.42395,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
878,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,dhap_m,1,Dihydroxyacetone phosphate,,,-267.48264,OCC(=O)COP([O-])([O-])=O
879,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,ttccoa_x,1,lignoceroyl-CoA,,,-19.294575,CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
880,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,tdcoa_x,1,myristoyl-CoA,,,-240.91699,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
881,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,pmtcoa_x,1,Palmitoyl-CoA (n-C16:0CoA),,,-196.59253,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
882,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,occoa_x,1,Octanoyl-CoA (n-C8:0CoA),,,-373.89047,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
883,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,ddcacoa_x,1,Dodecanoyl-CoA (n-C12:0CoA),,,-285.24146,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
884,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,dcacoa_x,1,Decanoyl-CoA (n-C10:0CoA),,,NA,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
885,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
886,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
887,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
888,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
889,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
890,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
891,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
892,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
893,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
894,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
895,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
896,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
897,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,3otdcoa_x,-1,3-Oxotetradecanoyl-CoA,,,-291.47925,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
898,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,3ohxccoa_x,-1,3 Oxohexacosyl CoA C47H80N7O18P3S,,,-25.53236,CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
899,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,3ohodcoa_x,-1,3-Oxooctadecanoyl-CoA,,,-202.83025,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
