Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,meta_name,reac_meta_value,meta_name_long,Gibbs,smiles
4005,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm),2agpe140_c,1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),61.144787,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+]
4006,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm),2agpe140_p,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),61.144787,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+]
4007,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),2agpe160_c,1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),105.469284,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+]
4008,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),2agpe160_p,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),105.469284,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+]
4009,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),2agpe180_c,1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),149.7938,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+]
4010,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),2agpe180_p,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),149.7938,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+]
4011,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),2agpe141_c,1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),62.962566,CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4012,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),2agpe141_p,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),62.962566,CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4013,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),2agpe161_c,1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),107.28707,CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4014,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),2agpe161_p,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),107.28707,CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4015,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA161tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),2hdec9eg3p_c,1,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,NA,NA
4016,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA161tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),2hdec9eg3p_p,-1,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,NA,NA
4017,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA181tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm),2odec11eg3p_c,1,2-octadec-11-enoyl-sn-glycerol 3-phosphate,NA,NA
4018,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA181tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm),2odec11eg3p_p,-1,2-octadec-11-enoyl-sn-glycerol 3-phosphate,NA,NA
4019,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),2agpg120_c,1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),-55.161697,CCCCCCCCCCCC(=O)O[C@H](CO)COP(OC[C@H](CO)O)([O-])=O
4020,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),2agpg120_p,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),-55.161697,CCCCCCCCCCCC(=O)O[C@H](CO)COP(OC[C@H](CO)O)([O-])=O
4021,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),2agpe181_c,1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),151.61157,CCCCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4022,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),2agpe181_p,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),151.61157,CCCCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4023,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA140tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm),2tdecg3p_c,1,2-tetradecanoyl-sn-glycerol 3-phosphate,NA,NA
4024,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA140tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm),2tdecg3p_p,-1,2-tetradecanoyl-sn-glycerol 3-phosphate,NA,NA
4025,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA160tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),2hdecg3p_c,1,2-hexadecanoyl-sn-glycerol 3-phosphate,35.33317,NA
4026,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA160tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),2hdecg3p_p,-1,2-hexadecanoyl-sn-glycerol 3-phosphate,35.33317,NA
4027,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA180tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm),2odecg3p_c,1,2-octadecanoyl-sn-glycerol 3-phosphate,79.65773,NA
4028,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA180tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm),2odecg3p_p,-1,2-octadecanoyl-sn-glycerol 3-phosphate,79.65773,NA
4029,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA141tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),2tdec7eg3p_c,1,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,NA,NA
4030,b2835,K08227,"MFS transporter, LPLT family, lysophospholipid transporter ",,,2AGPA141tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),2tdec7eg3p_p,-1,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,NA,NA
4031,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),2agpe160_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),105.469284,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+]
4034,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),hdca_c,-1,Hexadecanoate (n-C16:0),256.09268,CCCCCCCCCCCCCCCC([O-])=O
4035,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),pe160_c,1,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",398.83286,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC
4037,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT180,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),2agpg180_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),77.811714,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC(O)CO
4040,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT180,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),ocdca_c,-1,Octadecanoate (n-C18:0),298.3472,CCCCCCCCCCCCCCCCCC([O-])=O
4041,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT180,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),pg180_c,1,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",415.49985,[H][C@](O)(CO)COP([O-])(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
4043,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT181,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),2agpg181_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),79.62947,CCCCCC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
4046,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT181,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),ocdcea_c,-1,Octadecenoate (n-C18:1),300.16492,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
4047,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT181,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),pg181_c,1,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",419.1353,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC/C=C\CCCCCC
4049,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT140,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),2agpe140_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),61.144787,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+]
4052,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT140,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),pe140_c,1,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",310.18396,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCC
4054,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT140,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),ttdca_c,-1,etradecanoate (n-C14:0),209.69821,CCCCCCCCCCCCCC([O-])=O
4055,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),2agpe120_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),16.820372,CCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+]
4058,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),ddca_c,-1,Dodecanoate (n-C12:0),165.37372,CCCCCCCCCCCC([O-])=O
4059,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),pe120_c,1,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",221.53497,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCC
4061,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),2agpe161_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),107.28707,CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4064,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),hdcea_c,-1,Hexadecenoate (n-C16:1),254.2904,CCCCCC/C=C\CCCCCCCC(=O)[O-]
4065,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),pe161_c,1,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",402.4685,NA
4067,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),2agpe141_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),62.962566,CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4070,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),pe141_c,1,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCC=CCCCCCC
4072,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),ttdcea_c,-1,Tetradecenoate (n-C14:1),210.85597,C=CCCCCCCCCCCCC([O-])=O
4073,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT160,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),2agpg160_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),33.487217,CCCCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC(O)CO
4076,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT160,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),hdca_c,-1,Hexadecanoate (n-C16:0),256.09268,CCCCCCCCCCCCCCCC([O-])=O
4077,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT160,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),pg160_c,1,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",326.8508,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC
4079,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT141,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),2agpg141_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),-9.0195,CC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
4082,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT141,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),pg141_c,1,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCC=CCCCCCC
4084,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT141,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),ttdcea_c,-1,Tetradecenoate (n-C14:1),210.85597,C=CCCCCCCCCCCCC([O-])=O
4085,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT120,2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),2agpg120_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),-55.161697,CCCCCCCCCCCC(=O)O[C@H](CO)COP(OC[C@H](CO)O)([O-])=O
4088,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT120,2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),ddca_c,-1,Dodecanoate (n-C12:0),165.37372,CCCCCCCCCCCC([O-])=O
4089,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT120,2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),pg120_c,1,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCC
4091,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),2agpe180_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),149.7938,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+]
4094,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),ocdca_c,-1,Octadecanoate (n-C18:0),298.3472,CCCCCCCCCCCCCCCCCC([O-])=O
4095,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),pe180_c,1,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",487.4819,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCCC
4097,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT181,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),2agpe181_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),151.61157,CCCCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
4100,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT181,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),ocdcea_c,-1,Octadecenoate (n-C18:1),300.16492,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
4101,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPEAT181,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),pe181_c,1,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",491.11743,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCC=CCCCCCC
4103,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT140,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),2agpg140_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),-10.837255,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC(O)CO
4106,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT140,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),pg140_c,1,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",238.2019,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCC
4108,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT140,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),ttdca_c,-1,etradecanoate (n-C14:0),209.69821,CCCCCCCCCCCCCC([O-])=O
4109,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT161,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),2agpg161_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),35.30503,CCCCCC/C=C/CCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
4112,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT161,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),hdcea_c,-1,Hexadecenoate (n-C16:1),254.2904,CCCCCC/C=C\CCCCCCCC(=O)[O-]
4113,b2836,K05939,acyl-carrier-protein] ligase ,2.3.1.40 6.2.1.20,2,2AGPGAT161,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),pg161_c,1,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",330.48645,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCC
4115,b2838,K01586,diaminopimelate decarboxylase ,4.1.1.20,4,DAPDC,Diaminopimelate decarboxylase,26dap__M_c,-1,"Meso-2,6-Diaminoheptanedioate",-19.884314,[NH3+][C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-]
4118,b2838,K01586,diaminopimelate decarboxylase ,4.1.1.20,4,DAPDC,Diaminopimelate decarboxylase,lys__L_c,1,L-Lysine,69.714745,[NH3+]CCCC[C@H]([NH3+])C([O-])=O
4119,b2841,K02100,"MFS transporter, SP family, arabinose:H+ symporter ",,,ARBt2rpp,L-arabinose transport via proton symport (periplasm),arab__L_c,1,L-Arabinose,-76.8288,[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO
4120,b2841,K02100,"MFS transporter, SP family, arabinose:H+ symporter ",,,ARBt2rpp,L-arabinose transport via proton symport (periplasm),arab__L_p,-1,L-Arabinose,-76.8288,[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO
4124,b2843,K01815,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase ,5.3.1.17,5,KDUI,5-keto-4-deoxyuronate isomerase,dkdglcn_c,1,"2,5-Diketo-3-deoxy-D-gluconate",-140.53423,C(C([C@H](CC(C([O-])=O)=O)O)=O)O
4125,b2843,K01815,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase ,5.3.1.17,5,KDUI,5-keto-4-deoxyuronate isomerase,dt5hsu_c,-1,4-Deoxy-L-threo-5-hexosulose uronate,-139.07422,C(=O)[C@H](O)[C@@H](O)CC(=O)C(=O)[O-]
4129,b2871,K01751,diaminopropionate ammonia-lyase ,4.3.1.15,4,DAPAL,"2,3-diaminopropionate amonnia lyase",23dappa_c,-1,"2,3-diaminopropionate",3.228029,NCC(N)C(=O)O
4131,b2871,K01751,diaminopropionate ammonia-lyase ,4.3.1.15,4,DAPAL,"2,3-diaminopropionate amonnia lyase",nh4_c,2,Ammonium,11.853362,[H][N+]([H])([H])[H]
4132,b2871,K01751,diaminopropionate ammonia-lyase ,4.3.1.15,4,DAPAL,"2,3-diaminopropionate amonnia lyase",pyr_c,1,pyruvate,-82.398705,CC(=O)C(=O)[O-]
4133,b2873,K01464,dihydropyrimidinase ,3.5.2.2,3,PHDA,Phenylhydantoinase,5phdt_c,-1,Phenylhydantoin,42.16897,C2(\C=C/C(/[C@H]1(NC(=O)NC1=O))=C\C=2)
4134,b2873,K01464,dihydropyrimidinase ,3.5.2.2,3,PHDA,Phenylhydantoinase,5phua_c,1,Phenylureidoacetic acid,1.2480333,C1(\C=C/C(/[C@@H](NC(=O)N)C(=O)[O-])=C\C=1)
4138,b2877,K07141,molybdenum cofactor cytidylyltransferase ,2.7.7.76,2,MOCDS,Molybdopterin cytidine dinucleotide synthase,moco_c,-1,Molybdenum cofactor,NA,[H][C@]12Nc3[nH]c(N)nc(=O)c3N[C@@]1([H])C1=C(S[Mo]([O-])(=O)(S-*)S1)[C@@H](COP([O-])([O-])=O)O2
4139,b2877,K07141,molybdenum cofactor cytidylyltransferase ,2.7.7.76,2,MOCDS,Molybdopterin cytidine dinucleotide synthase,mococdp_c,1,Molybdopterin cytosine dinucleotide,NA,[H][C@]12Nc3[nH]c(N)nc(=O)c3N[C@@]1([H])C(=S)C(S)[C@@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)O2
4142,b2883,K01487,guanine deaminase ,3.5.4.3,3,GUAD,Guanine deaminase,gua_c,-1,Guanine,36.0766,Nc1nc2[nH]cnc2c(=O)[nH]1
4145,b2883,K01487,guanine deaminase ,3.5.4.3,3,GUAD,Guanine deaminase,nh4_c,1,Ammonium,11.853362,[H][N+]([H])([H])[H]
4146,b2883,K01487,guanine deaminase ,3.5.4.3,3,GUAD,Guanine deaminase,xan_c,1,xanthine,-25.57451,C12(NC(=O)NC(C(\N=C/N1)=2)=O)
4149,b2888,K24206,uric acid transporter ,,,URATEtpp,Uric acid transporter,urate_c,1,Urate C5H4N4O3,-44.21552,O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1
4150,b2888,K24206,uric acid transporter ,,,URATEtpp,Uric acid transporter,urate_p,-1,Urate C5H4N4O3,-44.21552,O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1
