Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,reac_meta_name_list,Km,Kcat,Gibbs,SMILES
1487,YIL134W,K15115,"solute carrier family 25 (mitochondrial folate transporter), member 32 ",,,FADFMNtm,FADFMN antiport,fmn_c,1,FMN C17H19N4O9P,,,-193.56837,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C
1488,YIL134W,K15115,"solute carrier family 25 (mitochondrial folate transporter), member 32 ",,,FADFMNtm,FADFMN antiport,fmn_m,-1,FMN C17H19N4O9P,,,-193.56837,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C
1490,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,dhap_m,1,Dihydroxyacetone phosphate,,,-267.48264,OCC(=O)COP([O-])([O-])=O
1491,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,fad_m,-1,Flavin adenine dinucleotide oxidized,,,-327.42395,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
1492,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,fadh2_m,1,Flavin adenine dinucleotide reduced,,,-287.55032,Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
1493,YIL155C,K00111,glycerol-3-phosphate dehydrogenase ,1.1.5.3,1,G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,glyc3p_m,-1,Glycerol 3-phosphate,,,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
1494,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,3otdcoa_x,-1,3-Oxotetradecanoyl-CoA,,,-291.47925,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1495,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1496,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
1497,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,ddcacoa_x,1,Dodecanoyl-CoA (n-C12:0CoA),,,-285.24146,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1498,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,3ohdcoa_x,-1,3-Oxohexadecanoyl-CoA,,,-247.15479,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1499,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1500,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
1501,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,tdcoa_x,1,myristoyl-CoA,,,-240.91699,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
1502,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,3ohodcoa_x,-1,3-Oxooctadecanoyl-CoA,,,-202.83025,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1503,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1504,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
1505,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT8p,Acetyl CoA acyltransferase  hexadecanoyl CoA   peroxisomal,pmtcoa_x,1,Palmitoyl-CoA (n-C16:0CoA),,,-196.59253,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1506,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,3ohxccoa_x,-1,3 Oxohexacosyl CoA C47H80N7O18P3S,,,-25.53236,CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1507,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1508,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
1509,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT9p,Acetyl CoA acyltransferase  tetracosanoyl CoA   peroxisomal,ttccoa_x,1,"lignoceroyl-CoA	",,,-19.294575,CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
1510,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,3odcoa_x,-1,3-Oxodecanoyl-CoA,,,-380.1282,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1511,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1512,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
1513,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,occoa_x,1,Octanoyl-CoA (n-C8:0CoA),,,-373.89047,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1514,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,3oddcoa_x,-1,3-Oxododecanoyl-CoA,,,-335.8037,CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1515,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,accoa_x,1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1516,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,coa_x,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
1517,YIL160C,K07513,acetyl-CoA acyltransferase 1 ,2.3.1.16,2,ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,dcacoa_x,1,Decanoyl-CoA (n-C10:0CoA),,,NA,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1521,YIR027C,K01466,allantoinase ,3.5.2.5,3,ALLTN,Allantoinase,alltn_c,-1,Allantoin,,,-54.433277,NC(=O)NC1NC(=O)NC1=O
1522,YIR027C,K01466,allantoinase ,3.5.2.5,3,ALLTN,Allantoinase,alltt_c,1,Allantoate,,,-95.354225,NC(=O)NC(NC(N)=O)C([O-])=O
1525,YIR028W,K03457,"nucleobase:cation symporter-1, NCS1 family ",,,ALLTNti,Allantoin irreversible uniport,alltn_c,1,Allantoin,,,-54.433277,NC(=O)NC1NC(=O)NC1=O
1526,YIR028W,K03457,"nucleobase:cation symporter-1, NCS1 family ",,,ALLTNti,Allantoin irreversible uniport,alltn_e,-1,Allantoin,,,-54.433277,NC(=O)NC1NC(=O)NC1=O
1527,YIR029W,K01477,allantoicase ,3.5.3.4,3,ALLTAHr,Allantoate amidinohydrolase  reversible,alltt_c,-1,Allantoate,,,-95.354225,NC(=O)NC(NC(N)=O)C([O-])=O
1529,YIR029W,K01477,allantoicase ,3.5.3.4,3,ALLTAHr,Allantoate amidinohydrolase  reversible,urdglyc_c,1,"(S)-ureidoglycolate	",,,-112.93645,[C@@H](O)(C([O-])=O)NC(N)=O
1530,YIR029W,K01477,allantoicase ,3.5.3.4,3,ALLTAHr,Allantoate amidinohydrolase  reversible,urea_c,1,urea,,,-7.3855205,C(=O)(N)N
1536,YJL005W,K01768,adenylate cyclase ,4.6.1.1,4,ADNCYC,Adenylate cyclase,camp_c,1,CAMP C10H11N5O6P,0.000125,,-36.65874,Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2COP([O-])(=O)O[C@H]2[C@H]1O
1541,YJL060W,K14264,kynurenine aminotransferase ,2.6.1.7,2,FKYNH,N Formyl L kynurenine amidohydrolase,Lfmkynr_c,-1,L Formylkynurenine C11H12N2O4,,,10.0734415,[NH3+][C@@H](CC(=O)c1ccccc1NC=O)C([O-])=O
1542,YJL060W,K14264,kynurenine aminotransferase ,2.6.1.7,2,FKYNH,N Formyl L kynurenine amidohydrolase,Lkynr_c,1,L Kynurenine C10H12N2O3,,,46.313446,Nc1ccccc1C(=O)C[C@H]([NH3+])C([O-])=O
1543,YJL060W,K14264,kynurenine aminotransferase ,2.6.1.7,2,FKYNH,N Formyl L kynurenine amidohydrolase,for_c,1,Formate,,,-73.93095,[H]C([O-])=O
1549,YJL088W,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT,Ornithine carbamoyltransferase,cbp_c,-1,Carbamoyl phosphate,0.1,,-275.366,NC(=O)OP([O-])([O-])=O
1550,YJL088W,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT,Ornithine carbamoyltransferase,citr__L_c,1,L-Citrulline,,,9.65456,NC(=O)NCCC[C@H]([NH3+])C([O-])=O
1552,YJL088W,K00611,ornithine carbamoyltransferase ,2.1.3.3,2,OCBT,Ornithine carbamoyltransferase,orn_c,-1,Ornithine,1.6,,47.5525,[NH3+]CCC[C@H]([NH3+])C([O-])=O
1556,YJL101C,K11204,glutamate--cysteine ligase catalytic subunit ,6.3.2.2,6,GLUCYS,Gamma-glutamylcysteine synthetase,cys__L_c,-1,L-Cysteine,0.17,,-9.312156,[NH3+][C@@H](CS)C([O-])=O
1557,YJL101C,K11204,glutamate--cysteine ligase catalytic subunit ,6.3.2.2,6,GLUCYS,Gamma-glutamylcysteine synthetase,glu__L_c,-1,L-Glutamate,1.21,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
1558,YJL101C,K11204,glutamate--cysteine ligase catalytic subunit ,6.3.2.2,6,GLUCYS,Gamma-glutamylcysteine synthetase,glucys_c,1,Gamma-L-Glutamyl-L-cysteine,,,-57.157494,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C([O-])=O)C([O-])=O
1563,YJL130C,K11541,carbamoyl-phosphate synthase / aspartate carbamoyltransferase ,6.3.5.5 2.1.3.2,6,ASPCT,Aspartate carbamoyltransferase,asp__L_c,-1,L-Aspartate,,,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
1564,YJL130C,K11541,carbamoyl-phosphate synthase / aspartate carbamoyltransferase ,6.3.5.5 2.1.3.2,6,ASPCT,Aspartate carbamoyltransferase,cbasp_c,1,N-Carbamoyl-L-aspartate,,,-143.58151,NC(=O)N[C@@H](CC([O-])=O)C([O-])=O
1565,YJL130C,K11541,carbamoyl-phosphate synthase / aspartate carbamoyltransferase ,6.3.5.5 2.1.3.2,6,ASPCT,Aspartate carbamoyltransferase,cbp_c,-1,Carbamoyl phosphate,,,-275.366,NC(=O)OP([O-])([O-])=O
1571,YJL153C,K01858,myo-inositol-1-phosphate synthase ,5.5.1.4,5,MI1PS,Myo Inositol 1 phosphate synthase,g6p_c,-1,D-Glucose 6-phosphate,1.54,,-319.04593,OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
1572,YJL153C,K01858,myo-inositol-1-phosphate synthase ,5.5.1.4,5,MI1PS,Myo Inositol 1 phosphate synthase,mi1p__D_c,1,1D-myo-Inositol 1-phosphate,,,-320.7259,O[C@H]1[C@H](O)[C@@H](O)[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H]1O
1573,YJL155C,K19029,"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 ",2.7.1.105 3.1.3.46,2,FBP26,Fructose 2 6 bisphosphate 2 phosphatase,f26bp_c,-1,D Fructose 2 6 bisphosphate C6H10O12P2,,,-546.4518,OC[C@@]1(OP([O-])([O-])=O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O
1574,YJL155C,K19029,"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 ",2.7.1.105 3.1.3.46,2,FBP26,Fructose 2 6 bisphosphate 2 phosphatase,f6p_c,1,D-Fructose 6-phosphate,0.33,,-317.66592,OC[C@@]1(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O
1578,YJL167W,K00787,farnesyl diphosphate synthase ,2.5.1.1 2.5.1.10,2,DMATT,Dimethylallyltranstransferase,dmpp_c,-1,Dimethylallyl diphosphate,,,-349.54843,CC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
1579,YJL167W,K00787,farnesyl diphosphate synthase ,2.5.1.1 2.5.1.10,2,DMATT,Dimethylallyltranstransferase,grdp_c,1,Geranyl diphosphate,0.0009,,-239.2895,CC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
1580,YJL167W,K00787,farnesyl diphosphate synthase ,2.5.1.1 2.5.1.10,2,DMATT,Dimethylallyltranstransferase,ipdp_c,-1,Isopentenyl diphosphate,0.0013,,-350.20844,CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O
1582,YJL167W,K00787,farnesyl diphosphate synthase ,2.5.1.1 2.5.1.10,2,GRTT,Geranyltranstransferase,frdp_c,1,Farnesyl diphosphate,,,-129.03052,CC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
1583,YJL167W,K00787,farnesyl diphosphate synthase ,2.5.1.1 2.5.1.10,2,GRTT,Geranyltranstransferase,grdp_c,-1,Geranyl diphosphate,0.0009,,-239.2895,CC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
1584,YJL167W,K00787,farnesyl diphosphate synthase ,2.5.1.1 2.5.1.10,2,GRTT,Geranyltranstransferase,ipdp_c,-1,Isopentenyl diphosphate,0.0013,,-350.20844,CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O
1588,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS141,Fatty acid synthase  n C141 ,ddca_c,-1,Dodecanoate (n-C12:0),,,165.37372,CCCCCCCCCCCC([O-])=O
1591,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS141,Fatty acid synthase  n C141 ,malcoa_c,-1,Malonyl CoA C24H33N7O19P3S,0.13,,-597.77356,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([O-])=O
1595,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS141,Fatty acid synthase  n C141 ,ttdcea_c,1,Tetradecenoate (n-C14:1),,,210.85597,C=CCCCCCCCCCCCC([O-])=O
1600,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS161,Fatty acid synthase  n C161 ,hdcea_c,1,Hexadecenoate (n-C16:1),,,254.2904,CCCCCC/C=C\CCCCCCCC(=O)[O-]
1601,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS161,Fatty acid synthase  n C161 ,malcoa_c,-1,Malonyl CoA C24H33N7O19P3S,0.13,,-597.77356,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([O-])=O
1605,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS161,Fatty acid synthase  n C161 ,ttdca_c,-1,etradecanoate (n-C14:0),,,209.69821,CCCCCCCCCCCCCC([O-])=O
1610,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS181,Fatty acid synthase  n C181 ,hdca_c,-1,Hexadecanoate (n-C16:0),,,256.09268,CCCCCCCCCCCCCCCC([O-])=O
1611,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS181,Fatty acid synthase  n C181 ,malcoa_c,-1,Malonyl CoA C24H33N7O19P3S,0.13,,-597.77356,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([O-])=O
1615,YJL196C,K10245,fatty acid elongase 2 ,2.3.1.199,2,FAS181,Fatty acid synthase  n C181 ,ocdcea_c,1,Octadecenoate (n-C18:1),,,300.16492,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
1618,YJL212C,,,,,GTHRDt2,Glutathione transport,gthrd_c,1,Reduced glutathione,,,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
1619,YJL212C,,,,,GTHRDt2,Glutathione transport,gthrd_e,-1,Reduced glutathione,,,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
1623,YJL221C,K01182,"oligo-1,6-glucosidase ",3.2.1.10,3,DGGH,Alpha D glucoside glucohydrase,6dg_c,-1,manninotriose,,,-150.79538,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
1624,YJL221C,K01182,"oligo-1,6-glucosidase ",3.2.1.10,3,DGGH,Alpha D glucoside glucohydrase,gal_c,1,D-Galactose,,,-95.02656,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
1625,YJL221C,K01182,"oligo-1,6-glucosidase ",3.2.1.10,3,DGGH,Alpha D glucoside glucohydrase,glc__D_c,1,D-Glucose,,,-95.02656,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
1627,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,ASNt6,L asparagine transport in via proton antiport  vacuolar ,asn__L_c,-1,L-Asparagine,,,-43.53103,NC(=O)C[C@H]([NH3+])C([O-])=O
1628,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,ASNt6,L asparagine transport in via proton antiport  vacuolar ,asn__L_v,1,L-Asparagine,,,-43.53103,NC(=O)C[C@H]([NH3+])C([O-])=O
1631,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,GLNt6,L glutamine transport in via proton antiport  vacuolar ,gln__L_c,-1,L-Glutamine,,,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
1632,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,GLNt6,L glutamine transport in via proton antiport  vacuolar ,gln__L_v,1,L-Glutamine,,,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
1637,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,ILEt6,L isoleucine transport in via proton antiport  vacuolar ,ile__L_c,-1,L-Isoleucine,,,51.324574,CC[C@H](C)[C@H]([NH3+])C([O-])=O
1638,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,ILEt6,L isoleucine transport in via proton antiport  vacuolar ,ile__L_v,1,L-Isoleucine,,,51.324574,CC[C@H](C)[C@H]([NH3+])C([O-])=O
1641,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,LEUt6,L leucine transport in via proton antiport  vacuolar ,leu__L_c,-1,L-Leucine,,,49.32457,CC(C)C[C@H]([NH3+])C([O-])=O
1642,YJR001W,K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter) ,,,LEUt6,L leucine transport in via proton antiport  vacuolar ,leu__L_v,1,L-Leucine,,,49.32457,CC(C)C[C@H]([NH3+])C([O-])=O
1645,YJR016C,K01687,dihydroxy-acid dehydratase ,4.2.1.9,4,DHAD1m,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylbutanoate   mitochondrial,23dhmb_m,-1,"(R)-2,3-Dihydroxy-3-methylbutanoate",,,-69.071976,CC(C)(O)[C@@H](O)C(=O)[O-]
1646,YJR016C,K01687,dihydroxy-acid dehydratase ,4.2.1.9,4,DHAD1m,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylbutanoate   mitochondrial,3mob_m,1,3-Methyl-2-oxobutanoate,,,-39.67422,CC(C)C(=O)C([O-])=O
1648,YJR016C,K01687,dihydroxy-acid dehydratase ,4.2.1.9,4,DHAD2m,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate   mitochondrial,23dhmp_m,-1,"(R)-2,3-Dihydroxy-3-methylpentanoate",,,-46.909744,CC[C@@](C)(O)[C@@H](O)C(=O)[O-]
