,BSU,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,compound,smiles,Gibbs,kcat,km
2616,BSU35920,K00852,ribokinase ,2.7.1.15,2,RBK,Ribokinase,r5p_c,1.0,C03736,O[C@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-302.92813,,
2617,BSU35920,K00852,ribokinase ,2.7.1.15,2,RBK,Ribokinase,rib__D_c,-1.0,C21057,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,NA,,
2622,BSU36000,K01575,acetolactate decarboxylase ,4.1.1.5,4,ACLDC,Acetolactate decarboxylase,actn__R_c,1.0,C00810,C[C@@H](O)C(C)=O,10.048964,2.2,21
2623,BSU36000,K01575,acetolactate decarboxylase ,4.1.1.5,4,ACLDC,Acetolactate decarboxylase,alac__S_c,-1.0,C06010,CC(=O)[C@](C)(O)C([O-])=O,-81.59421,2.2,21
2624,BSU36000,K01575,acetolactate decarboxylase ,4.1.1.5,4,ACLDC,Acetolactate decarboxylase,co2_c,1.0,C00011,O=C=O,-92.26,2.2,21
2625,BSU36000,K01575,acetolactate decarboxylase ,4.1.1.5,4,ACLDC,Acetolactate decarboxylase,h_c,-1.0,C00080,[H+],0.42906138,2.2,21
2632,BSU36510,K03320,"ammonium transporter, Amt family ",,,NH4t,Ammonia reversible transport,nh4_c,1.0,C00014,[H][N+]([H])([H])[H],11.853362,,
2633,BSU36510,K03320,"ammonium transporter, Amt family ",,,NH4t,Ammonia reversible transport,nh4_e,-1.0,C00014,[H][N+]([H])([H])[H],11.853362,,
2649,BSU36890,K00761,uracil phosphoribosyltransferase ,2.4.2.9,2,UPPRT,Uracil phosphoribosyltransferase,ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,0.0015,0.068
2650,BSU36890,K00761,uracil phosphoribosyltransferase ,2.4.2.9,2,UPPRT,Uracil phosphoribosyltransferase,prpp_c,-1.0,C00119,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O,-740.25256,0.0015,0.068
2651,BSU36890,K00761,uracil phosphoribosyltransferase ,2.4.2.9,2,UPPRT,Uracil phosphoribosyltransferase,ump_c,1.0,C00105,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O,-295.0459,0.0015,0.068
2652,BSU36890,K00761,uracil phosphoribosyltransferase ,2.4.2.9,2,UPPRT,Uracil phosphoribosyltransferase,ura_c,-1.0,C00106,O=c1cc[nH]c(=O)[nH]1,-28.995518,0.0015,0.068
2653,BSU36900,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2r,"Glycine hydroxymethyltransferase, reversible",gly_c,1.0,C00037,[NH3+]CC([O-])=O,-37.2444,,
2654,BSU36900,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2r,"Glycine hydroxymethyltransferase, reversible",h2o_c,1.0,C00001,[H]O[H],-36.144756,,
2655,BSU36900,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2r,"Glycine hydroxymethyltransferase, reversible",mlthf_c,1.0,C00143,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2,94.2353,,
2656,BSU36900,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2r,"Glycine hydroxymethyltransferase, reversible",ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,,
2657,BSU36900,K00600,glycine hydroxymethyltransferase ,2.1.2.1,2,GHMT2r,"Glycine hydroxymethyltransferase, reversible",thf_c,-1.0,C00101,Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,73.9153,,
2658,BSU36920,K01808,ribose 5-phosphate isomerase B ,5.3.1.6,5,RPI,Ribose-5-phosphate isomerase,r5p_c,-1.0,C03736,O[C@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-302.92813,,
2659,BSU36920,K01808,ribose 5-phosphate isomerase B ,5.3.1.6,5,RPI,Ribose-5-phosphate isomerase,ru5p__D_c,1.0,C00199,OCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O,-302.30817,,
2660,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2661,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2662,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),dump_c,1.0,C00365,O[C@H]1C[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O,-255.20592,,
2663,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),duri_c,-1.0,C00526,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O,-31.186565,,
2664,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),h_c,1.0,C00080,[H+],0.42906138,,
2665,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,TMDK1,Thymidine kinase (ATP:thymidine),adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2666,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,TMDK1,Thymidine kinase (ATP:thymidine),atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2667,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,TMDK1,Thymidine kinase (ATP:thymidine),dtmp_c,1.0,C00364,Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)[nH]c1=O,-236.29369,,
2668,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,TMDK1,Thymidine kinase (ATP:thymidine),h_c,1.0,C00080,[H+],0.42906138,,
2669,BSU37060,K00857,thymidine kinase ,2.7.1.21,2,TMDK1,Thymidine kinase (ATP:thymidine),thymd_c,-1.0,C00214,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,-12.274322,,
2671,BSU37110,K00616,transaldolase ,2.2.1.2,2,TALA,Transaldolase,e4p_c,1.0,C00279,[H]C(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O,-284.9704,,
2672,BSU37110,K00616,transaldolase ,2.2.1.2,2,TALA,Transaldolase,f6p_c,1.0,C05345,OC[C@@]1(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,-317.66592,,
2673,BSU37110,K00616,transaldolase ,2.2.1.2,2,TALA,Transaldolase,g3p_c,-1.0,C00661,[H]C(=O)[C@H](O)COP([O-])([O-])=O,-265.65268,,
2674,BSU37110,K00616,transaldolase ,2.2.1.2,2,TALA,Transaldolase,s7p_c,-1.0,C05382,OCC(=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O,-334.0637,,
2676,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS1,CTP synthase  NH3 ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2677,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS1,CTP synthase  NH3 ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2678,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS1,CTP synthase  NH3 ,ctp_c,1.0,C00063,Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1,-569.48956,,
2679,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS1,CTP synthase  NH3 ,h_c,2.0,C00080,[H+],0.42906138,,
2680,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS1,CTP synthase  NH3 ,nh4_c,-1.0,C00014,[H][N+]([H])([H])[H],11.853362,,
2681,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS1,CTP synthase  NH3 ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
2682,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS1,CTP synthase  NH3 ,utp_c,-1.0,C00075,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O,-618.39075,,
2683,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2684,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2685,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),ctp_c,1.0,C00063,Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1,-569.48956,,
2686,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),gln__L_c,-1.0,C00064,NC(=O)CC[C@H]([NH3+])C([O-])=O,-23.488802,,
2687,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),glu__L_c,1.0,C00025,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,-82.27311,,
2688,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
2689,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),h_c,2.0,C00080,[H+],0.42906138,,
2690,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
2691,BSU37150,K01937,CTP synthase ,6.3.4.2,6,CTPS2,CTP synthase (glutamine),utp_c,-1.0,C00075,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O,-618.39075,,
2699,BSU37490,K01480,agmatinase ,3.5.3.11,3,AGMT,Agmatinase,agm_c,-1.0,C00179,NC(=[NH2+])NCCCC[NH3+],168.8597,,
2700,BSU37490,K01480,agmatinase ,3.5.3.11,3,AGMT,Agmatinase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
2701,BSU37490,K01480,agmatinase ,3.5.3.11,3,AGMT,Agmatinase,ptrc_c,1.0,C00134,[NH3+]CCCC[NH3+],136.52745,,
2702,BSU37490,K01480,agmatinase ,3.5.3.11,3,AGMT,Agmatinase,urea_c,1.0,C00086,NC(N)=O,-7.3855205,,
2703,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPRMS,Spermine synthase,5mta_c,1.0,C00170,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,110.0778,,
2704,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPRMS,Spermine synthase,ametam_c,-1.0,C01137,C[S+](CCC[NH3+])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,213.00967,,
2705,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPRMS,Spermine synthase,h_c,1.0,C00080,[H+],0.42906138,,
2706,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPRMS,Spermine synthase,spmd_c,-1.0,C00315,[NH3+]CCCC[NH2+]CCC[NH3+],227.9461,,
2707,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPRMS,Spermine synthase,sprm_c,1.0,C00750,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],318.74066,,
2708,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,5mta_c,1.0,C00170,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,110.0778,,
2709,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,ametam_c,-1.0,C01137,C[S+](CCC[NH3+])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,213.00967,,
2710,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,h_c,1.0,C00080,[H+],0.42906138,,
2711,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,ptrc_c,-1.0,C00134,[NH3+]CCCC[NH3+],136.52745,,
2712,BSU37500,K00797,spermidine synthase ,2.5.1.16,2,SPMS,Spermidine synthase,spmd_c,1.0,C00315,[NH3+]CCCC[NH2+]CCC[NH3+],227.9461,,
2713,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTAr,Phosphotransacetylase,accoa_c,-1.0,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-506.8639,,0.058
2714,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTAr,Phosphotransacetylase,actp_c,1.0,C00227,CC(=O)OP([O-])([O-])=O,-273.5149,,0.058
2715,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTAr,Phosphotransacetylase,coa_c,1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,0.058
2716,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTAr,Phosphotransacetylase,pi_c,-1.0,C00009,OP([O-])([O-])=O,-223.18665,,0.058
2717,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTA2,Phosphate acetyltransferase,coa_c,1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,0.058
2718,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTA2,Phosphate acetyltransferase,pi_c,-1.0,C00009,OP([O-])([O-])=O,-223.18665,,0.058
2719,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTA2,Phosphate acetyltransferase,ppap_c,1.0,C02876,CCC(=O)OP([O-])([O-])=O,-234.32262,,0.058
2720,BSU37660,K00625,phosphate acetyltransferase ,2.3.1.8,2,PTA2,Phosphate acetyltransferase,ppcoa_c,-1.0,C00100,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-484.70157,,0.058
2721,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL17,L amino acid ligase  Ala Ile ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2722,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL17,L amino acid ligase  Ala Ile ,ala_L_ile__L_c,1.0,,CC[C@H](C)[C@H](NC(=O)[C@H](C)[NH3+])C([O-])=O,NA,7.7,0.07
2723,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL17,L amino acid ligase  Ala Ile ,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,7.7,0.07
2724,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL17,L amino acid ligase  Ala Ile ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2725,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL17,L amino acid ligase  Ala Ile ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2726,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL17,L amino acid ligase  Ala Ile ,ile__L_c,-1.0,C00407,CC[C@H](C)[C@H]([NH3+])C([O-])=O,51.324574,7.7,0.07
2727,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL17,L amino acid ligase  Ala Ile ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2728,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL18,L amino acid ligase  Ser Ile ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2729,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL18,L amino acid ligase  Ser Ile ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2730,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL18,L amino acid ligase  Ser Ile ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2731,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL18,L amino acid ligase  Ser Ile ,ile__L_c,-1.0,C00407,CC[C@H](C)[C@H]([NH3+])C([O-])=O,51.324574,7.7,0.07
2732,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL18,L amino acid ligase  Ser Ile ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2733,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL18,L amino acid ligase  Ser Ile ,ser_L_ile__L_c,1.0,,CC[C@H](C)[C@H](NC(=O)[C@@H]([NH3+])CO)C([O-])=O,NA,7.7,0.07
2734,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL18,L amino acid ligase  Ser Ile ,ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,7.7,0.07
2735,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL19,L amino acid ligase  Gly Met ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2736,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL19,L amino acid ligase  Gly Met ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2737,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL19,L amino acid ligase  Gly Met ,gly_c,-1.0,C00037,[NH3+]CC([O-])=O,-37.2444,7.7,0.07
2738,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL19,L amino acid ligase  Gly Met ,gly_met__L_c,1.0,,CSCC[C@H](NC(=O)C[NH3+])C(=O)[O-],37.305687,7.7,0.07
2739,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL19,L amino acid ligase  Gly Met ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2740,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL19,L amino acid ligase  Gly Met ,met__L_c,-1.0,C01733,CSCC[C@H]([NH3+])C([O-])=O,37.072315,7.7,0.07
2741,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL19,L amino acid ligase  Gly Met ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2742,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL2,L amino acid ligase  L alanylglycine ,L_alagly_c,1.0,,C[C@H]([NH3+])C(=O)NCC([O-])=O,-15.788803,7.7,0.07
2743,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL2,L amino acid ligase  L alanylglycine ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2744,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL2,L amino acid ligase  L alanylglycine ,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,7.7,0.07
2745,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL2,L amino acid ligase  L alanylglycine ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2746,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL2,L amino acid ligase  L alanylglycine ,gly_c,-1.0,C00037,[NH3+]CC([O-])=O,-37.2444,7.7,0.07
2747,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL2,L amino acid ligase  L alanylglycine ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2748,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL2,L amino acid ligase  L alanylglycine ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2749,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL20,L amino acid ligase  Ala Met ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2750,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL20,L amino acid ligase  Ala Met ,ala_L_met__L_c,1.0,,CSCC[C@H](NC(=O)[C@H](C)[NH3+])C([O-])=O,NA,7.7,0.07
2751,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL20,L amino acid ligase  Ala Met ,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,7.7,0.07
2752,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL20,L amino acid ligase  Ala Met ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2753,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL20,L amino acid ligase  Ala Met ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2754,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL20,L amino acid ligase  Ala Met ,met__L_c,-1.0,C01733,CSCC[C@H]([NH3+])C([O-])=O,37.072315,7.7,0.07
2755,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL20,L amino acid ligase  Ala Met ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2756,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL21,L amino acid ligase  Ser Met ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2757,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL21,L amino acid ligase  Ser Met ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2758,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL21,L amino acid ligase  Ser Met ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2759,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL21,L amino acid ligase  Ser Met ,met__L_c,-1.0,C01733,CSCC[C@H]([NH3+])C([O-])=O,37.072315,7.7,0.07
2760,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL21,L amino acid ligase  Ser Met ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2761,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL21,L amino acid ligase  Ser Met ,ser_L_met__L_c,1.0,,CSCC[C@H](NC(=O)[C@@H]([NH3+])CO)C([O-])=O,NA,7.7,0.07
2762,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL21,L amino acid ligase  Ser Met ,ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,7.7,0.07
2763,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL22,L amino acid ligase  Thr Met ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2764,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL22,L amino acid ligase  Thr Met ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2765,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL22,L amino acid ligase  Thr Met ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
